id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
23114790,3Bdr Spacious Apartment near Fresh Pond,21631889,Ling Yi,,Neighborhood Nine,42.388,-71.13849,Entire home/apt,358,2,63,2025-08-04,0.69,10,89,7,STR-93832
23202600,Mid-Cambridge Comfort 1,151298426,Vanessa,,Mid-Cambridge,42.36964,-71.10575,Private room,,1,67,2024-10-23,0.74,4,0,3,C2039820288
23202681,Mid-Cambridge Comfort 2,151298426,Vanessa,,Mid-Cambridge,42.36985,-71.10494,Private room,,1,55,2024-10-24,0.60,4,0,4,C2039820288
23202737,Mid-Cambridge Comfort 3,151298426,Vanessa,,Mid-Cambridge,42.37163,-71.10575,Private room,,1,45,2024-10-24,0.49,4,0,1,C2039820288
23523253,Walk to Harvard/MIT/BU | Calm & Comfy Near NEU MGH,171618898,Mark,,Cambridgeport,42.35803,-71.11319,Private room,120,1,459,2025-09-18,5.01,4,319,59,STR-14646
23563670,Private Bath | Walk to Harvard/MIT/BU Near NEU/MGH,171618898,Mark,,Cambridgeport,42.35946,-71.11082,Private room,128,1,414,2025-09-27,4.49,4,332,46,STR-14646
23594538,"Picture-perfect Cambridge guest apartment, parking",176415954,Nancy And Steve,,North Cambridge,42.39571,-71.13064,Entire home/apt,167,3,355,2025-09-22,3.89,1,107,49,STR-49184
23730467,1 Br with Parking Perfect Location (Harvard/MIT),177906351,Siyu,,The Port,42.36738,-71.10082,Entire home/apt,236,1,238,2025-09-24,2.60,2,186,41,STR-133641
24011176,"Newly-Renovated, Stunning Cambridge 1BR",166253811,Patrick,,Wellington-Harrington,42.37252,-71.09046,Entire home/apt,201,1,338,2025-09-12,3.89,3,52,60,C0206780491
24298372,Walk to Harvard/MIT/BU | Quiet & Chic Near NEU MGH,171618898,Mark,,Cambridgeport,42.35962,-71.11151,Private room,108,1,288,2025-09-14,3.20,4,335,35,STR-14646
24304200,(2) Beautiful N. Cambridge Private Room Two Twin B,519702802,Antonio,,North Cambridge,42.39311,-71.12854,Private room,89,1,481,2025-09-25,5.30,2,237,63,
24442402,BnB! Sunny private bedroom/bath near Harvard,181267574,Candace,,West Cambridge,42.38208,-71.13386,Private room,211,2,180,2025-09-01,2.00,1,110,9,STR-14917
24586887,Urban oasis in Huron Village,185802542,Cynthia,,West Cambridge,42.3828,-71.14176,Entire home/apt,342,2,155,2025-09-21,1.78,1,156,16,STR-18429
24751989,"Private, stylish, in central location",22604641,Emanuel,,Wellington-Harrington,42.37417,-71.09767,Entire home/apt,191,3,353,2025-09-18,3.92,1,249,57,
24886707,Close to Harvard & MIT 1/B,15154687,Taskin,,Wellington-Harrington,42.37346,-71.09048,Private room,87,1,258,2025-09-02,2.87,16,355,56,
24888817,Close to Harvard & MIT 3/3,15154687,Taskin,,Wellington-Harrington,42.37191,-71.09019,Private room,79,1,310,2025-09-18,3.45,16,347,63,
24967119,"Cultural District, MIT, Harvard, Free parking",158575537,Daniel,,The Port,42.364733850758604,-71.09624255620807,Entire home/apt,292,2,191,2025-09-13,2.16,1,102,34,STR-120654
25036068,RiverSide Studio next to Harvard /MIT/BU w/parking,184906834,Janice,,Riverside,42.3686,-71.11414,Entire home/apt,233,3,306,2025-09-21,3.42,2,62,42,STR-258382
25943134,Room in Gorgeous Home betw M.I.T. & Harvard,3096821,Carolyn,,The Port,42.36333,-71.10008,Private room,120,2,52,2025-08-27,0.60,2,33,19,STR-214594
26136927,Cambridge Base Steps to Subway w/ Parking & W/D,9365589,Jeangabriel,,Neighborhood Nine,42.389305114746094,-71.126708984375,Entire home/apt,182,2,294,2025-09-12,3.38,2,299,31,
26703374,Harvard Square less than 2 miles,71156317,Eddy,,Strawberry Hill,42.37511,-71.15229,Private room,113,2,78,2025-09-22,0.90,1,262,11,STR-16228
26978504,"Your own private bed, bath, and office/bonus room!",15692612,Michaela,,North Cambridge,42.39319,-71.12488,Private room,,4,1,2024-10-19,0.09,1,0,1,
27083472,"Perfect Location, Top Floor Apt",6839881,Lisan,,The Port,42.36745,-71.10105,Private room,,200,1,2018-09-02,0.01,3,0,0,
